"district","county","number_overweight","percent_overweight","number_obese","percent_obese","number_overweight_or_obese","percent_overweight_or_obese","grade_level","number_healthy_weight","percent_healthy_weight","sex","year","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
280227,"NASSAU",32,20.5,38,24.4,70,44.9,"ELEMENTARY",86,0.551,"MALE",2019,124,369,813,3,403,829,932,183,49,317,896
280227,"NASSAU",28,19.9,38,27,66,46.8,"MIDDLE/HIGH",70,0.496,"FEMALE",2019,124,369,813,3,403,829,932,183,49,317,896
280227,"NASSAU",22,15.2,28,19.3,50,34.5,"MIDDLE/HIGH",95,0.655,"MALE",2019,124,369,813,3,403,829,932,183,49,317,896
280229,"NASSAU",18,10.9,18,10.9,36,21.8,"ELEMENTARY",124,0.752,"FEMALE",2019,91,37,164,2,861,572,605,30,22,181,121
280229,"NASSAU",30,14.2,30,14.2,60,28.3,"ELEMENTARY",142,0.67,"MALE",2019,91,37,164,2,861,572,605,30,22,181,121
280230,"NASSAU",37,18.6,33,16.6,70,35.2,"ELEMENTARY",116,0.583,"FEMALE",2019,387,534,422,8,69,720,744,114,44,138,706
280230,"NASSAU",32,15.3,30,14.4,62,29.7,"ELEMENTARY",136,0.651,"MALE",2019,387,534,422,8,69,720,744,114,44,138,706
280403,"NASSAU",25,9.9,18,7.1,43,17.1,"ELEMENTARY",197,0.782,"FEMALE",2019,619,105,271,2,2169,1583,1633,0,50,317,460
280403,"NASSAU",32,13.7,28,12,60,25.8,"ELEMENTARY",165,0.708,"MALE",2019,619,105,271,2,2169,1583,1633,0,50,317,460
280403,"NASSAU",36,21.1,9,5.3,45,26.3,"MIDDLE/HIGH",126,0.737,"FEMALE",2019,619,105,271,2,2169,1583,1633,0,50,317,460
280403,"NASSAU",29,13.9,21,10.1,50,24,"MIDDLE/HIGH",150,0.721,"MALE",2019,619,105,271,2,2169,1583,1633,0,50,317,460
280405,"NASSAU",46,13.6,32,9.5,78,23.1,"ELEMENTARY",248,0.734,"FEMALE",2019,1057,9,264,5,413,861,924,130,37,179,373
280405,"NASSAU",47,13.7,52,15.2,99,28.9,"ELEMENTARY",233,0.679,"MALE",2019,1057,9,264,5,413,861,924,130,37,179,373
280407,"NASSAU",82,11.1,61,8.3,143,19.4,"ELEMENTARY",570,0.772,"FEMALE",2019,2959,70,618,2,3010,3245,3591,351,177,1023,1349
280407,"NASSAU",87,11.1,96,12.2,183,23.3,"ELEMENTARY",552,0.704,"MALE",2019,2959,70,618,2,3010,3245,3591,351,177,1023,1349
280407,"NASSAU",62,13.5,30,6.5,92,20,"MIDDLE/HIGH",355,0.773,"FEMALE",2019,2959,70,618,2,3010,3245,3591,351,177,1023,1349
280407,"NASSAU",79,15.9,57,11.5,136,27.4,"MIDDLE/HIGH",336,0.676,"MALE",2019,2959,70,618,2,3010,3245,3591,351,177,1023,1349
280501,"NASSAU",34,14.4,27,11.4,61,25.8,"ELEMENTARY",168,0.712,"FEMALE",2019,163,7,317,6,1960,1227,1321,0,95,356,1
280501,"NASSAU",31,11.1,36,12.9,67,23.9,"ELEMENTARY",199,0.711,"MALE",2019,163,7,317,6,1960,1227,1321,0,95,356,1
280501,"NASSAU",25,15.8,7,4.4,32,20.3,"MIDDLE/HIGH",126,0.797,"FEMALE",2019,163,7,317,6,1960,1227,1321,0,95,356,1
280501,"NASSAU",18,11.8,13,8.6,31,20.4,"MIDDLE/HIGH",114,0.75,"MALE",2019,163,7,317,6,1960,1227,1321,0,95,356,1
280504,"NASSAU",66,15.7,28,6.7,94,22.3,"ELEMENTARY",310,0.736,"FEMALE",2019,1268,10,302,1,3287,2409,2547,124,88,698,549
280504,"NASSAU",93,18,39,7.5,132,25.5,"ELEMENTARY",357,0.691,"MALE",2019,1268,10,302,1,3287,2409,2547,124,88,698,549
280504,"NASSAU",70,20.6,30,8.8,100,29.4,"MIDDLE/HIGH",235,0.691,"FEMALE",2019,1268,10,302,1,3287,2409,2547,124,88,698,549
280504,"NASSAU",51,14,52,14.3,103,28.3,"MIDDLE/HIGH",246,0.676,"MALE",2019,1268,10,302,1,3287,2409,2547,124,88,698,549
280506,"NASSAU",14,14.7,15,15.8,29,30.5,"ELEMENTARY",60,0.632,"MALE",2019,58,40,414,4,996,776,789,153,53,220,420
280506,"NASSAU",14,15.4,9,9.9,23,25.3,"MIDDLE/HIGH",56,0.615,"FEMALE",2019,58,40,414,4,996,776,789,153,53,220,420
280506,"NASSAU",10,11.9,8,9.5,18,21.4,"MIDDLE/HIGH",56,0.667,"MALE",2019,58,40,414,4,996,776,789,153,53,220,420
280515,"NASSAU",25,10.1,8,3.2,33,13.4,"ELEMENTARY",209,0.846,"FEMALE",2019,2015,71,95,3,931,1465,1690,151,40,338,388
280515,"NASSAU",28,10.9,11,4.3,39,15.2,"ELEMENTARY",213,0.829,"MALE",2019,2015,71,95,3,931,1465,1690,151,40,338,388
280515,"NASSAU",28,13.5,17,8.2,45,21.6,"MIDDLE/HIGH",158,0.76,"FEMALE",2019,2015,71,95,3,931,1465,1690,151,40,338,388
280515,"NASSAU",51,18.3,31,11.1,82,29.4,"MIDDLE/HIGH",185,0.663,"MALE",2019,2015,71,95,3,931,1465,1690,151,40,338,388
280517,"NASSAU",78,16.5,64,13.5,142,30,"ELEMENTARY",299,0.632,"FEMALE",2019,1941,128,1812,9,1392,2582,2810,526,110,668,1848
280517,"NASSAU",84,15.7,102,19.1,186,34.8,"ELEMENTARY",318,0.594,"MALE",2019,1941,128,1812,9,1392,2582,2810,526,110,668,1848
280517,"NASSAU",52,17.7,53,18,105,35.7,"MIDDLE/HIGH",182,0.619,"FEMALE",2019,1941,128,1812,9,1392,2582,2810,526,110,668,1848
280517,"NASSAU",58,18.6,75,24.1,133,42.8,"MIDDLE/HIGH",163,0.524,"MALE",2019,1941,128,1812,9,1392,2582,2810,526,110,668,1848
280523,"NASSAU",68,12.4,42,7.7,110,20.1,"ELEMENTARY",429,0.783,"FEMALE",2019,122,27,432,11,6004,3376,3337,28,117,827,593
280523,"NASSAU",90,14.3,53,8.4,143,22.7,"ELEMENTARY",469,0.743,"MALE",2019,122,27,432,11,6004,3376,3337,28,117,827,593
280523,"NASSAU",77,16.2,55,11.6,132,27.8,"MIDDLE/HIGH",342,0.722,"FEMALE",2019,122,27,432,11,6004,3376,3337,28,117,827,593
280523,"NASSAU",74,16.6,79,17.7,153,34.2,"MIDDLE/HIGH",285,0.638,"MALE",2019,122,27,432,11,6004,3376,3337,28,117,827,593
400301,"NIAGARA",26,11.6,28,12.4,54,24,"ELEMENTARY",166,0.738,"FEMALE",2019,39,26,50,6,1809,948,1045,13,63,341,464
400301,"NIAGARA",34,13.4,36,14.2,70,27.6,"ELEMENTARY",175,0.689,"MALE",2019,39,26,50,6,1809,948,1045,13,63,341,464
400301,"NIAGARA",24,19.4,12,9.7,36,29,"MIDDLE/HIGH",88,0.71,"FEMALE",2019,39,26,50,6,1809,948,1045,13,63,341,464
400301,"NIAGARA",36,24.5,21,14.3,57,38.8,"MIDDLE/HIGH",90,0.612,"MALE",2019,39,26,50,6,1809,948,1045,13,63,341,464
400400,"NIAGARA",73,14.1,82,15.8,155,29.9,"ELEMENTARY",343,0.662,"FEMALE",2019,25,475,427,21,3186,2208,2294,42,368,794,2563
400400,"NIAGARA",58,11.9,95,19.5,153,31.4,"ELEMENTARY",320,0.656,"MALE",2019,25,475,427,21,3186,2208,2294,42,368,794,2563
400400,"NIAGARA",55,22,35,14,90,36,"MIDDLE/HIGH",160,0.64,"FEMALE",2019,25,475,427,21,3186,2208,2294,42,368,794,2563
400400,"NIAGARA",41,13.2,72,23.2,113,36.5,"MIDDLE/HIGH",197,0.635,"MALE",2019,25,475,427,21,3186,2208,2294,42,368,794,2563
401001,"NIAGARA",26,12.7,23,11.3,49,24,"ELEMENTARY",150,0.735,"FEMALE",2019,34,21,53,6,2749,1460,1486,30,83,328,529
401001,"NIAGARA",32,16.2,27,13.7,59,29.9,"ELEMENTARY",133,0.675,"MALE",2019,34,21,53,6,2749,1460,1486,30,83,328,529
401001,"NIAGARA",43,23.9,21,11.7,64,35.6,"MIDDLE/HIGH",116,0.644,"FEMALE",2019,34,21,53,6,2749,1460,1486,30,83,328,529
401001,"NIAGARA",30,16.2,32,17.3,62,33.5,"MIDDLE/HIGH",118,0.638,"MALE",2019,34,21,53,6,2749,1460,1486,30,83,328,529
401501,"NIAGARA",18,24,13,17.3,31,41.3,"ELEMENTARY",44,0.587,"FEMALE",2019,2,5,33,11,977,515,560,13,47,149,459
401501,"NIAGARA",20,27,7,9.5,27,36.5,"MIDDLE/HIGH",47,0.635,"FEMALE",2019,2,5,33,11,977,515,560,13,47,149,459
401501,"NIAGARA",10,11.5,24,27.6,34,39.1,"MIDDLE/HIGH",53,0.609,"MALE",2019,2,5,33,11,977,515,560,13,47,149,459
411504,"ONEIDA",7,14.9,13,27.7,20,42.6,"ELEMENTARY",27,0.574,"FEMALE",2019,10,15,21,1,480,274,267,4,14,67,258
411504,"ONEIDA",6,10,10,16.7,16,26.7,"ELEMENTARY",44,0.733,"MALE",2019,10,15,21,1,480,274,267,4,14,67,258
411603,"ONEIDA",24,18.3,28,21.4,52,39.7,"ELEMENTARY",73,0.557,"FEMALE",2019,5,5,32,1,903,498,477,4,29,105,383
411603,"ONEIDA",21,18.6,19,16.8,40,35.4,"ELEMENTARY",73,0.646,"MALE",2019,5,5,32,1,903,498,477,4,29,105,383
411603,"ONEIDA",10,14.5,22,31.9,32,46.4,"MIDDLE/HIGH",37,0.536,"FEMALE",2019,5,5,32,1,903,498,477,4,29,105,383
411603,"ONEIDA",9,15,15,25,24,40,"MIDDLE/HIGH",36,0.6,"MALE",2019,5,5,32,1,903,498,477,4,29,105,383
411800,"ONEIDA",123,16.2,159,20.9,282,37.1,"ELEMENTARY",465,0.612,"FEMALE",2019,71,458,489,14,4443,2745,2868,67,138,1024,3625
411800,"ONEIDA",118,15.4,155,20.2,273,35.5,"ELEMENTARY",469,0.611,"MALE",2019,71,458,489,14,4443,2745,2868,67,138,1024,3625
411800,"ONEIDA",33,13.3,79,31.9,112,45.2,"MIDDLE/HIGH",131,0.528,"FEMALE",2019,71,458,489,14,4443,2745,2868,67,138,1024,3625
411800,"ONEIDA",32,12.3,71,27.3,103,39.6,"MIDDLE/HIGH",150,0.577,"MALE",2019,71,458,489,14,4443,2745,2868,67,138,1024,3625
412902,"ONEIDA",37,13.8,44,16.4,81,30.1,"ELEMENTARY",180,0.669,"FEMALE",2019,39,43,134,2,2826,1544,1599,37,99,471,1120
412902,"ONEIDA",42,13.9,54,17.8,96,31.7,"ELEMENTARY",201,0.663,"MALE",2019,39,43,134,2,2826,1544,1599,37,99,471,1120
412902,"ONEIDA",23,11.8,25,12.8,48,24.6,"MIDDLE/HIGH",147,0.754,"FEMALE",2019,39,43,134,2,2826,1544,1599,37,99,471,1120
412902,"ONEIDA",37,13.6,63,23.2,100,36.8,"MIDDLE/HIGH",163,0.599,"MALE",2019,39,43,134,2,2826,1544,1599,37,99,471,1120
420401,"ONONDAGA",59,17.3,42,12.3,101,29.6,"ELEMENTARY",229,0.672,"FEMALE",2019,110,178,97,20,2900,1659,1752,71,106,586,1362
420401,"ONONDAGA",59,16.7,42,11.9,101,28.6,"ELEMENTARY",232,0.657,"MALE",2019,110,178,97,20,2900,1659,1752,71,106,586,1362
420401,"ONONDAGA",25,15.2,23,13.9,48,29.1,"MIDDLE/HIGH",112,0.679,"FEMALE",2019,110,178,97,20,2900,1659,1752,71,106,586,1362
420401,"ONONDAGA",25,15.3,21,12.9,46,28.2,"MIDDLE/HIGH",109,0.669,"MALE",2019,110,178,97,20,2900,1659,1752,71,106,586,1362
420411,"ONONDAGA",33,14.2,23,9.9,56,24.1,"ELEMENTARY",168,0.724,"FEMALE",2019,254,195,104,9,1977,1289,1405,72,155,277,684
420411,"ONONDAGA",40,15.9,32,12.7,72,28.7,"ELEMENTARY",172,0.685,"MALE",2019,254,195,104,9,1977,1289,1405,72,155,277,684
420411,"ONONDAGA",36,17.7,26,12.8,62,30.5,"MIDDLE/HIGH",141,0.695,"FEMALE",2019,254,195,104,9,1977,1289,1405,72,155,277,684
420411,"ONONDAGA",28,13.2,32,15.1,60,28.3,"MIDDLE/HIGH",147,0.693,"MALE",2019,254,195,104,9,1977,1289,1405,72,155,277,684
420601,"ONONDAGA",11,18,14,23,25,41,"ELEMENTARY",36,0.59,"FEMALE",2019,8,2,17,1,577,309,302,9,6,51,213
420601,"ONONDAGA",11,15.9,9,13,20,29,"ELEMENTARY",49,0.71,"MALE",2019,8,2,17,1,577,309,302,9,6,51,213
420601,"ONONDAGA",7,17.5,6,15,13,32.5,"MIDDLE/HIGH",27,0.675,"FEMALE",2019,8,2,17,1,577,309,302,9,6,51,213
420601,"ONONDAGA",7,16.3,13,30.2,20,46.5,"MIDDLE/HIGH",23,0.535,"MALE",2019,8,2,17,1,577,309,302,9,6,51,213
420702,"ONONDAGA",23,14.3,37,23,60,37.3,"ELEMENTARY",101,0.627,"FEMALE",2019,11,108,135,23,1045,720,733,59,131,229,962
420702,"ONONDAGA",28,18.4,21,13.8,49,32.2,"ELEMENTARY",98,0.645,"MALE",2019,11,108,135,23,1045,720,733,59,131,229,962
420702,"ONONDAGA",28,23.5,30,25.2,58,48.7,"MIDDLE/HIGH",61,0.513,"FEMALE",2019,11,108,135,23,1045,720,733,59,131,229,962
420702,"ONONDAGA",12,12.1,23,23.2,35,35.4,"MIDDLE/HIGH",64,0.646,"MALE",2019,11,108,135,23,1045,720,733,59,131,229,962
420901,"ONONDAGA",83,15.8,77,14.6,160,30.4,"ELEMENTARY",359,0.683,"FEMALE",2019,46,122,232,12,4720,2573,2816,29,257,758,1511
420901,"ONONDAGA",74,12.5,101,17,175,29.5,"ELEMENTARY",398,0.671,"MALE",2019,46,122,232,12,4720,2573,2816,29,257,758,1511
420901,"ONONDAGA",67,18.4,65,17.9,132,36.3,"MIDDLE/HIGH",232,0.637,"FEMALE",2019,46,122,232,12,4720,2573,2816,29,257,758,1511
420901,"ONONDAGA",46,12.1,73,19.3,119,31.4,"MIDDLE/HIGH",251,0.662,"MALE",2019,46,122,232,12,4720,2573,2816,29,257,758,1511
421001,"ONONDAGA",53,15.2,27,7.7,80,22.9,"ELEMENTARY",256,0.734,"FEMALE",2019,442,118,134,13,3370,2093,2110,35,126,391,622
421001,"ONONDAGA",49,13.1,31,8.3,80,21.4,"ELEMENTARY",281,0.751,"MALE",2019,442,118,134,13,3370,2093,2110,35,126,391,622
421001,"ONONDAGA",36,14.3,23,9.2,59,23.5,"MIDDLE/HIGH",186,0.741,"FEMALE",2019,442,118,134,13,3370,2093,2110,35,126,391,622
421001,"ONONDAGA",35,13.8,38,15,73,28.9,"MIDDLE/HIGH",175,0.692,"MALE",2019,442,118,134,13,3370,2093,2110,35,126,391,622
421201,"ONONDAGA",17,21.5,14,17.7,31,39.2,"ELEMENTARY",48,0.608,"FEMALE",2019,5,92,41,28,611,432,398,19,53,118,412
421201,"ONONDAGA",11,11.8,25,26.9,36,38.7,"ELEMENTARY",52,0.559,"MALE",2019,5,92,41,28,611,432,398,19,53,118,412
421201,"ONONDAGA",17,28.8,13,22,30,50.8,"MIDDLE/HIGH",29,0.492,"FEMALE",2019,5,92,41,28,611,432,398,19,53,118,412
421201,"ONONDAGA",7,11.9,14,23.7,21,35.6,"MIDDLE/HIGH",38,0.644,"MALE",2019,5,92,41,28,611,432,398,19,53,118,412
421800,"ONONDAGA",335,16.7,397,19.7,732,36.4,"ELEMENTARY",1191,0.592,"FEMALE",2019,1529,10230,2991,215,4566,10154,10903,3382,1526,4222,15638
421800,"ONONDAGA",338,15.2,480,21.5,818,36.7,"ELEMENTARY",1313,0.589,"MALE",2019,1529,10230,2991,215,4566,10154,10903,3382,1526,4222,15638
421800,"ONONDAGA",200,22,256,28.1,456,50.1,"MIDDLE/HIGH",436,0.479,"FEMALE",2019,1529,10230,2991,215,4566,10154,10903,3382,1526,4222,15638
421800,"ONONDAGA",148,14.6,279,27.4,427,42,"MIDDLE/HIGH",556,0.547,"MALE",2019,1529,10230,2991,215,4566,10154,10903,3382,1526,4222,15638
421902,"ONONDAGA",19,21.1,9,10,28,31.1,"ELEMENTARY",62,0.689,"FEMALE",2019,6,5,12,7,721,361,409,4,19,92,260
421902,"ONONDAGA",9,9.4,11,11.5,20,20.8,"ELEMENTARY",76,0.792,"MALE",2019,6,5,12,7,721,361,409,4,19,92,260
421902,"ONONDAGA",12,27.3,13,29.5,25,56.8,"MIDDLE/HIGH",19,0.432,"FEMALE",2019,6,5,12,7,721,361,409,4,19,92,260
421902,"ONONDAGA",6,13,14,30.4,20,43.5,"MIDDLE/HIGH",26,0.565,"MALE",2019,6,5,12,7,721,361,409,4,19,92,260
430700,"ONTARIO",43,18.4,46,19.7,89,38,"ELEMENTARY",139,0.594,"FEMALE",2019,42,233,708,1,935,1097,1077,195,255,269,1299
430700,"ONTARIO",38,18.9,32,15.9,70,34.8,"ELEMENTARY",122,0.607,"MALE",2019,42,233,708,1,935,1097,1077,195,255,269,1299
430700,"ONTARIO",34,23.1,37,25.2,71,48.3,"MIDDLE/HIGH",76,0.517,"FEMALE",2019,42,233,708,1,935,1097,1077,195,255,269,1299
430700,"ONTARIO",28,19.7,35,24.6,63,44.4,"MIDDLE/HIGH",79,0.556,"MALE",2019,42,233,708,1,935,1097,1077,195,255,269,1299
430901,"ONTARIO",16,14.5,23,20.9,39,35.5,"ELEMENTARY",65,0.591,"FEMALE",2019,4,3,22,1,1133,559,611,2,7,181,642
430901,"ONTARIO",23,20.9,18,16.4,41,37.3,"ELEMENTARY",69,0.627,"MALE",2019,4,3,22,1,1133,559,611,2,7,181,642
430901,"ONTARIO",16,21.3,27,36,43,57.3,"MIDDLE/HIGH",32,0.427,"FEMALE",2019,4,3,22,1,1133,559,611,2,7,181,642
430901,"ONTARIO",8,9.6,15,18.1,23,27.7,"MIDDLE/HIGH",48,0.578,"MALE",2019,4,3,22,1,1133,559,611,2,7,181,642
431101,"ONTARIO",19,23.8,17,21.3,36,45,"ELEMENTARY",44,0.55,"FEMALE",2019,4,2,51,2,705,378,421,5,35,94,394
431101,"ONTARIO",17,20.7,12,14.6,29,35.4,"ELEMENTARY",53,0.646,"MALE",2019,4,2,51,2,705,378,421,5,35,94,394
431101,"ONTARIO",12,26.1,8,17.4,20,43.5,"MIDDLE/HIGH",26,0.565,"FEMALE",2019,4,2,51,2,705,378,421,5,35,94,394
431101,"ONTARIO",12,17.9,19,28.4,31,46.3,"MIDDLE/HIGH",36,0.537,"MALE",2019,4,2,51,2,705,378,421,5,35,94,394
431701,"ONTARIO",102,17.5,27,4.6,129,22.1,"ELEMENTARY",424,0.727,"FEMALE",2019,127,118,322,17,3656,2204,2218,104,182,496,953
431701,"ONTARIO",83,15,43,7.8,126,22.8,"ELEMENTARY",397,0.718,"MALE",2019,127,118,322,17,3656,2204,2218,104,182,496,953
431701,"ONTARIO",30,9,29,8.7,59,17.8,"MIDDLE/HIGH",266,0.801,"FEMALE",2019,127,118,322,17,3656,2204,2218,104,182,496,953
431701,"ONTARIO",46,14.2,55,17,101,31.2,"MIDDLE/HIGH",209,0.645,"MALE",2019,127,118,322,17,3656,2204,2218,104,182,496,953
440102,"ORANGE",49,15.4,42,13.2,91,28.5,"ELEMENTARY",223,0.699,"FEMALE",2019,95,357,996,10,2355,1944,1973,56,104,489,1187
440102,"ORANGE",40,12.5,49,15.3,89,27.7,"ELEMENTARY",226,0.704,"MALE",2019,95,357,996,10,2355,1944,1973,56,104,489,1187
440102,"ORANGE",54,19.6,45,16.3,99,35.9,"MIDDLE/HIGH",177,0.641,"FEMALE",2019,95,357,996,10,2355,1944,1973,56,104,489,1187
440102,"ORANGE",56,17.4,66,20.6,122,38,"MIDDLE/HIGH",188,0.586,"MALE",2019,95,357,996,10,2355,1944,1973,56,104,489,1187
440301,"ORANGE",35,15.8,24,10.9,59,26.7,"ELEMENTARY",150,0.679,"FEMALE",2019,157,188,651,6,2001,1469,1633,47,99,378,622
440301,"ORANGE",37,14.4,31,12.1,68,26.5,"ELEMENTARY",178,0.693,"MALE",2019,157,188,651,6,2001,1469,1633,47,99,378,622
440301,"ORANGE",38,21.1,22,12.2,60,33.3,"MIDDLE/HIGH",120,0.667,"FEMALE",2019,157,188,651,6,2001,1469,1633,47,99,378,622
440301,"ORANGE",41,20.2,44,21.7,85,41.9,"MIDDLE/HIGH",118,0.581,"MALE",2019,157,188,651,6,2001,1469,1633,47,99,378,622
441201,"ORANGE",84,15.3,44,8,128,23.3,"ELEMENTARY",406,0.738,"FEMALE",2019,444,563,2202,10,3077,3196,3270,351,170,1053,2118
441201,"ORANGE",92,16.1,79,13.9,171,30,"ELEMENTARY",382,0.67,"MALE",2019,444,563,2202,10,3077,3196,3270,351,170,1053,2118
441201,"ORANGE",96,23.8,41,10.2,137,34,"MIDDLE/HIGH",247,0.613,"FEMALE",2019,444,563,2202,10,3077,3196,3270,351,170,1053,2118
441201,"ORANGE",78,18.3,67,15.7,145,34,"MIDDLE/HIGH",275,0.644,"MALE",2019,444,563,2202,10,3077,3196,3270,351,170,1053,2118
441600,"ORANGE",238,17.3,345,25,583,42.3,"ELEMENTARY",750,0.544,"FEMALE",2019,261,2517,6367,29,1921,5554,6005,1648,464,1713,7014
441600,"ORANGE",259,18,421,29.3,680,47.3,"ELEMENTARY",704,0.49,"MALE",2019,261,2517,6367,29,1921,5554,6005,1648,464,1713,7014
441600,"ORANGE",150,21.7,187,27.1,337,48.8,"MIDDLE/HIGH",338,0.49,"FEMALE",2019,261,2517,6367,29,1921,5554,6005,1648,464,1713,7014
441600,"ORANGE",111,13.9,250,31.3,361,45.2,"MIDDLE/HIGH",426,0.534,"MALE",2019,261,2517,6367,29,1921,5554,6005,1648,464,1713,7014
442101,"ORANGE",86,14.8,48,8.2,134,23,"ELEMENTARY",432,0.742,"FEMALE",2019,83,136,551,4,2669,1751,1818,55,126,482,726
442101,"ORANGE",76,12.8,60,10.1,136,23,"ELEMENTARY",438,0.74,"MALE",2019,83,136,551,4,2669,1751,1818,55,126,482,726
442101,"ORANGE",43,15.6,35,12.7,78,28.4,"MIDDLE/HIGH",191,0.695,"FEMALE",2019,83,136,551,4,2669,1751,1818,55,126,482,726
442101,"ORANGE",49,16.6,45,15.3,94,31.9,"MIDDLE/HIGH",190,0.644,"MALE",2019,83,136,551,4,2669,1751,1818,55,126,482,726
450607,"ORLEANS",14,18.4,16,21.1,30,39.5,"ELEMENTARY",46,0.605,"FEMALE",2019,1,4,41,1,650,351,370,2,24,113,383
450607,"ORLEANS",17,23.3,15,20.5,32,43.8,"ELEMENTARY",41,0.562,"MALE",2019,1,4,41,1,650,351,370,2,24,113,383
450607,"ORLEANS",10,22.2,10,22.2,20,44.4,"MIDDLE/HIGH",25,0.556,"FEMALE",2019,1,4,41,1,650,351,370,2,24,113,383
450607,"ORLEANS",8,15.4,11,21.2,19,36.5,"MIDDLE/HIGH",33,0.635,"MALE",2019,1,4,41,1,650,351,370,2,24,113,383
450704,"ORLEANS",16,13.2,31,25.6,47,38.8,"ELEMENTARY",74,0.612,"FEMALE",2019,5,11,76,1,827,493,485,9,58,137,520
450704,"ORLEANS",17,13.3,25,19.5,42,32.8,"ELEMENTARY",81,0.633,"MALE",2019,5,11,76,1,827,493,485,9,58,137,520
450704,"ORLEANS",13,17.1,26,34.2,39,51.3,"MIDDLE/HIGH",37,0.487,"FEMALE",2019,5,11,76,1,827,493,485,9,58,137,520
450704,"ORLEANS",12,16,30,40,42,56,"MIDDLE/HIGH",33,0.44,"MALE",2019,5,11,76,1,827,493,485,9,58,137,520
460102,"OSWEGO",29,19.6,36,24.3,65,43.9,"ELEMENTARY",83,0.561,"FEMALE",2019,6,8,18,6,1063,569,562,0,30,231,746
460102,"OSWEGO",29,21.6,30,22.4,59,44,"ELEMENTARY",75,0.56,"MALE",2019,6,8,18,6,1063,569,562,0,30,231,746
460102,"OSWEGO",20,22.5,31,34.8,51,57.3,"MIDDLE/HIGH",38,0.427,"FEMALE",2019,6,8,18,6,1063,569,562,0,30,231,746
460102,"OSWEGO",9,13.2,24,35.3,33,48.5,"MIDDLE/HIGH",35,0.515,"MALE",2019,6,8,18,6,1063,569,562,0,30,231,746
460500,"OSWEGO",63,18.1,62,17.8,125,35.9,"ELEMENTARY",215,0.618,"FEMALE",2019,19,39,190,8,3016,1619,1742,37,89,591,2088
460500,"OSWEGO",63,15.9,79,19.9,142,35.9,"ELEMENTARY",246,0.621,"MALE",2019,19,39,190,8,3016,1619,1742,37,89,591,2088
460500,"OSWEGO",24,14.1,43,25.3,67,39.4,"MIDDLE/HIGH",103,0.606,"FEMALE",2019,19,39,190,8,3016,1619,1742,37,89,591,2088
460500,"OSWEGO",40,20.5,52,26.7,92,47.2,"MIDDLE/HIGH",103,0.528,"MALE",2019,19,39,190,8,3016,1619,1742,37,89,591,2088
460701,"OSWEGO",27,23.5,27,23.5,54,47,"ELEMENTARY",61,0.53,"FEMALE",2019,2,7,25,3,1261,621,689,7,12,200,946
460701,"OSWEGO",30,21,32,22.4,62,43.4,"ELEMENTARY",81,0.566,"MALE",2019,2,7,25,3,1261,621,689,7,12,200,946
460701,"OSWEGO",18,18.4,30,30.6,48,49,"MIDDLE/HIGH",50,0.51,"FEMALE",2019,2,7,25,3,1261,621,689,7,12,200,946
460701,"OSWEGO",22,20.8,28,26.4,50,47.2,"MIDDLE/HIGH",56,0.528,"MALE",2019,2,7,25,3,1261,621,689,7,12,200,946
461901,"OSWEGO",17,21,16,19.8,33,40.7,"ELEMENTARY",48,0.593,"FEMALE",2019,5,3,10,3,748,361,423,1,15,103,383
461901,"OSWEGO",14,13.1,29,27.1,43,40.2,"ELEMENTARY",64,0.598,"MALE",2019,5,3,10,3,748,361,423,1,15,103,383
461901,"OSWEGO",8,16.7,16,33.3,24,50,"MIDDLE/HIGH",24,0.5,"FEMALE",2019,5,3,10,3,748,361,423,1,15,103,383
461901,"OSWEGO",14,26.9,14,26.9,28,53.8,"MIDDLE/HIGH",24,0.462,"MALE",2019,5,3,10,3,748,361,423,1,15,103,383
462001,"OSWEGO",29,14.6,41,20.6,70,35.2,"ELEMENTARY",120,0.603,"FEMALE",2019,6,9,24,2,1615,838,866,1,48,172,885
462001,"OSWEGO",27,11.9,31,13.7,58,25.6,"ELEMENTARY",169,0.744,"MALE",2019,6,9,24,2,1615,838,866,1,48,172,885
